image_name,date,total_amount_dollar,total_amount_rupiah,raw_text
X51006620189.jpg,14 65 9547,177.22,2924130,"99 speed mart s/b 519537-x lot pt 33198, batu jalan kapar, mukim kapar 42100 klang, selangor 1605-tmn sri bintang gst id no 000181747712 invoice nd 3 17664/103/t0027 10 240 560272 11-05-16 967 anchor serbuk cuci 4ko rn18a 80 02 x rk 9,40 886 dove crean bar soap loo rm26. 5q 10 x rn 2.05 5551 fernleaf full crm milk rn4o.95 2267 colgate great regular rm1s . 98 3 2 x rh 7.90 265 lee kun kee sos tiram c rm22 , 80 7 rh 7.60 193 cheong cham sos karanel rrs . 09 9 2394 mister potato chips bb rh7 . 90 5 2 x rh 3.95 8019 harigold hl milk il rmi2.70 2 x rh 6.35 706 bintang tepung jagung rni.35 2216 nutella ferrero hazeln rm14 65 9547 nutriplus cheese chick ra1o,50 5 2 x rh 5. 25 total sales irclusive gst rm 177.22 roundirg adjustment rm 02 rourding rm 177,20 credit rh 477. 20 change rm o gst summary amount ra tax rm 67 167.19 10.03 tnank you. please come the invoice tor applicable returns again keep"
X51008114283.jpg,26 12 9555,11.23,185295,"mr d.i,y ,. kuchai sdn bhd co 750441-w lot 1851-4 1851-b jalan kpb 6 , kawasan perindustrian balakong 43300 seri kembangan selangor gst id no 000473792512 kepong tax invoice - eva men sandal m1044/1 size 6-10 s wa26 12 9555825905982 1 x 11.23 11.23 item s aty s total inc1 gst rm 11.23 rounding adjustment rm 0 ,02 total rounded rm 11,25 cash rm 50 .00 change rm 38 . 75 gst summary amt rm tax rm gst sr ox 11,23 0,00 11-06-18 17 17 sho2 b003 t2 r000550476 operator kpot muhammad shawwal exchange are allowed within 7 days with receipt strictly nocash refund reg"
X51006311764.jpg,29/03/2018,39.9,658350,"tonymoly viva city tonymoly shop 95874 unit l1-044b, vivacity megamall, jalan wan alhi, 93350 kuching, sarahak g51 id 000349356032 tax invoice ierminal 880 sales no. 8807947 sales date 29/03/2018 20 19 38 lashier then f iona ll ient cash puint earned pure eco snail moisture gel 300 sr piogooo800 39.90 39, 90 item count iotal sales incl, gst 39.90 nounding adjustment 0, o0 tutal after rounding 39.90 visa 39, 90 card no 46 xxxxxxxx 1819 app code aq000000031 010 46 xxxxxxxx 1819-- u jummary amount rm tax rm sr 6x 37,64 2,.26 irinted on 29-03-2018 20 19 59 thank vau"
X51008099044.jpg,unknown,2.1,34650,"rest oran wan sheng 002043319-w no . 2 , jalan temenggurig 19/9 seksyen 9 bandar mahkota cheras 43200 cheras se langor gst rfg nu 001335787520 tax invoice inv mo 1199976 cashier nicole date 18-06 2018 16 15 47 descriplion qey u.price tota tax teh b 1 k 2,10 2.10 zrl chami b 1 x 2,10 2,10 zrl soya bean 1 x 1,70 1,70 zrl take away 3 x 0,20 0,60 zrl tota qty 6 tota/ excluding gst 6 , 50 tota/ inclus ive of gst 6 , 50 total 6 50 cash 6,50 gst summary amount rm tax rm lrl 4 ox 6,50 0,00"
X51005361897.jpg,17/01/2018,28.0,462000,"ted heng statidnery bodks 001451637-m no, 53,jalan besar, 45600 batang berjuntai selangor darul ehsan tel 03-327 9472 fax 03-3271 9481 gst no. 000689913856 simplifiei tax invoi e cash receipt no, cs1801/26821 date 17/01/2018 amount item qty up disc rm 9555017370017 28.00 7.14 26.00 lion file 220 307 laiinating film total 26.00 sub-total ex 26,00 total tax 1.56 rounnding -0.01 total 27.55 cash change 1 7 jan 2q10 0,00 gst summary tax code amount tak rm rm sr 6.00 26.00 1.56 total 26.00 1,56 note indicated the item sold has been related to gst goods services tax goods sold are not returnable, thank you, qty dai 527,55"
X51007103639.jpg,unknown,0.0,0,"181 dl ud ur tsn 6 9 y4y0kb mr d. i,y m sdn bhd co , reg 86067 1- d lot 1851-4 1851-b jalan kpb 6 kawasan perindustrian balakong 43300 seri kembangan selangor gst id no 000306020352 ioi puchong tax invoice caulking gun s ke41-51/2 50 9071604 x 6 , 30 6 , 30 s/b heavy duty scourpad 5s 8315 s ha 10 24/72 9555559040027 2 x 2 ,50 5 , 00 vip handle dustpan 370 2 , 5 s wa12 12/144 9555221303467 1 x 3 , 90 3 , 90 plastic bags s 99999 1 x 0,20 0 ,20 item s 4 qty s 5 tota inc gst 6 rm 15 .40 cash rm 15,40 gst 6 inc luded in tota rm 0 ,87 19-04 -18 17 39 sho 1 2j86 t1 rooo1 18079 operator trainee cashier exchange areallowed within 7 day with receipt strictly no cash refund leleisjad onvn uz6v 6x80 jjo8ue kailen / jo3uejas ap e oiw kalien / piw - uawea efef 650-97 . nau piw sueans jooiy puno 009lb"
X51006414392.jpg,07/04/2018,55.0,907500,"aoyosz di huan ya restaurant company reg no jmo681589-wv 5,jalan permas 10/5, bandar baru fermas jaya, 81750 johor bahru,johor telifax 07-3886322 gst id 001914093568 tax invoice table ta3 inv no 199977 cashier co01- date 07/04/2018 18.10.59 qty description total rm tax 106 33.00 sr take away roasted duck with chinese herb half total sales arnount 33.00 gst 6 1.98 rounding adjustmerit 0.02 total 35.00 cash 55.00 change returned 20.00- item count 1 gst sumrary amolint rm tax rm sr 6 33.00 1.98 thank youl please come againi goods sold are not returnablel closed by cqo1- 07/04/2018-18 11.05 posway myth pos solution"
X51006414394.jpg,27/04/2018,275.9,4552350,"6 restoran siam village no. , jalan pennas 10/7, permas 81750 johor bahru tel 013-7279552 cash receipt hq table bill no 1863 sevr by manager- create tlme 27/04/2018 qty descrlptlon tutal rm 1 bco01 claypot fitofu 18.90 2 c004 strr red curry 37.80 rm18.90 2 drooic thai ice tea 13,80 rm6.90 2 droozc thai ice green 13.80 rm6.90 sd002 thai style 16.00 iacacia leaf sq003l steamd squids 32,00 2 t00zs spicy thai tom s0.00 afood s rm2s.00 vo01 fried kangkung 16.90 v002 sfried kailan 18.90 d fish 2 woo3 thai style 31,80 prawn rmis.90 13 woo6 white rice per 26.00 fill rm2.oo 28 subtotal 275.90 type 11 qty 28 bill total 275.90 rounding adj 0.00 net total 275.90 cash 275.90 thank youl please come again mnanager - olto jaya"
X51008164997.jpg,15-06-2018,148.5,2450250,"one one three seafood restaurant sdn bhd 1120908-m no, 1 taman sri dengkil jalan aik hitam 43800 dengkil , selangor gst reg no 000670224384 tax invoice table 37 bill v001-540417 order 140523 late 15-06-2018 11 35 35 cashier 113 cashier pax s u description tota tay 120,00 sr cat fish item 0 18 ju sr verje item 1 750sr white rice 5 , 00 sr beverage tota exc luding gst 148 , 50 total inclusive of gst 148.50 total 148 50 closed 15-06-2018 76 44 server 113 cashier cash 148,50 cst sumnary amount rm tax rm sr 4 0x 148, 50 0 ,q0 ktrt thank you please cone qty"
X51006619696.jpg,unknown,0.0,0,"89 speed kart s/8 517577-x lot pat, 33178, batu jalan kapar, mukin kapar 42100 klang, selangor 1320-tmn batv ost id nd a 03018i747712 invjicc nq 17566/402/t0280 08 zsph 553843 03-02-16 28j0 vonochux lokam mandari rnaz b0 2 bc x rm 4j o0 total sales inciusive qst rm 82,80 crejit rh 82, 80 change rm 0q 657 sumwary amoumt rm taxtrh 2 vx 82,80 thank vou please con inc invdice ror applicadle returts aqain keefe"
X51006008089.jpg,unknown,51.0,841500,"popular book co. m sdn bhd co. no. 113825- 65 ree no. 00144299200 no 3, jalan 7/1186, d esa tun razak 56000 kuala lupur, nalaysia aeon shahi alam te 03-55285214 27/02/18 21 22 slip wo. 8020188757 tasha trans 204092 member card no 10o/0/0663848 card expiry 31/05/18 desec ipliwn aincun oocumeny hoi 44 14364- a 2pc 1.15 2.30 t member discount -0.24 pb pvc m4 l-fl pk4412, zpc 3.90 7. 80 t mewber discouni -0.78 canon cal as120v grey 29.90 7 menber discourt 2.98 nasi apkin seashora ik 5.00 total rm inc . af gst 40.99 rounding adj 9. 01 total rm 41.00 cash 51.00 change 19.00 item counl gst summary amoun 1r tax rm 6 33.05 .04 2 0 5 . o 2.00 total savings 4.01 be a popular cari member and enjoy spec al dscounts hank you, please cme aga n. www. popular co il . i buy chinese books cnine www. popularon ine. com ,"
X51005677329.jpg,12/02/2018,270.3,4459950,"3 8 0 9 0 /.6 syarikat perniagaan gin kee 81109-a no 290,jalan air panas setapak, 53200,kuala lumpur tel 03-40210276 gst id 000750673920 simplified tax invoice cash dc no cs00013251 date 12/02/2018 cashier user time 14.31.00 salesperson ref, itom siprice amount tax 1039 3 90.10 270.30 sr 11omm x 5 8m underground pipe total 270.30 total sales excluding gst 255,00 discount 0.00 total gst 15,30 rounding 0.00 total sales inclusive of gst 270.30 cash 270.30 change 0.00 gst summary iax code amt rm iax rm sr 6 255.00 15.30 total 255.00 15.30 goods sold are not returnable , thank yqu, oty qty"
X51006502531.jpg,16/04/2018,31.2,514800,"welcome to the family familymart maxlncame resounes sdn bhd 383322-j no i6a, jala ascaka u8/83,bukit jelutong 401soshah aum selangor,de gst id 044c8594688 0023 klia2 arrival tel no tax invoice 16/04/2018 16.28 0023.48863 pos 04 csh 00023122 staff rekha desc amt rm mar iboromegaicebistbox 17, oosr a laddin silk logo 2.58 1,80sr sub total inc gst 18,86 tothl 18,80 cash 50 ,00 change 31.20 items solo 2 code amt rm tax rm 6 17.74 1.06 ik you please come again part of our family today cebook fami lymartmy vw.fami lymart , com. my"
X51005442378.jpg,23/03/2018,34.4,567600,"hlozus tqfor shopping with mynews com pagoh rest and service area lot r1, kws refat rawatpagoh araiiutara, simpang ampat pagoh lebuhraya utara selatan 834606,pagoi johcr mvnewscarellne 1800 r8 1231 mynewscareline myncws coriry mynews retail sb 306295-7 fka dison stores sb tax reg id cb 000709361664 qiy price disc amt jalan jalan iah 10.00 o,oq 1c.d0 zrl sub toal 10.0 grand total 10 cu cash 20.00 myr 20.00 change due 10.od total qty zrl 0 goods 10.0 tax 0,00 23/03/2018 9 34.40 am bill 18550 385 4768 2303180113 price is gst inclusive maja"
X51006679216.jpg,21/05/2018,31.6,521400,"face to face noodle house ftof noodle house 002049088-u no,25, jalan metro perdana barat 2, taman usahawan kepong kepong utara 52100 kuala lumpur tel 016-680 8777 gst id 001927782400 dabe 21/05/2018time 11.12 56am inv no 443181 table 12-dine in counter c1 staf t,y, / james lele description tax unit price unit discount amount code 711-omega half boiled rm 3.20 0,00 rm3.z0sr 706-toasted bread homemade kaya rm 4,30 0,00 rm4.30 sr 837-honey lemon hot rm 3.90 0,00 rm3.90 sr 838-honey lemori cold rm 4.20 c.0o rm4.20 sr 2022-house specialty hot spicy pan mee dry b rm 8,00 c,00 rm8.00 sr 2021-house specialty hot spicy pan mee dry a rm 8.00 0.00 rm8 00 sr qty total amount rm3i,60 discount rmo.q0 after discount rm31.60 cent rounding rmo.00 total sales rm31.60 gst summary excl amount rm tax rm sr 6 29.81 1,79 egg loo"
X51006557185.jpg,unknown,110.46,1822590,"gardknm makeftes kia sdn bhid 13986 x eol , jalan rlabur 28/1, 4030u shah alam, sclangor r 0- 55423228 faxus 55428213 gst .8 59490 0 tax invoice adjustment note cash inv no. 7017f714 vecs 4 date 17 / 10 2017 hakassar fresh market sdn bhd groufd floor no 6 , jalan ss 15/48 . 47500 subang jata sflangor veos kidzuau mh dd 7/ 0/20 7 1 45 descrptton u.0 iss exc sale etcrh whitf 13 39 khoi emeal 2.73 43 0 juhbo 2 .97 17 2 total o8 supplies 22 43 cr-vanilla 0.72 20 20 1 cr-corn 9.72 20 14 hazel hoc 6 yu 55 3 total 68 supplies excl , gst 84,qv gst 5,03 total supplves inc . 6st 89,03 total ox supplies 21 total payable 110.46 6 f. receved olvr guods in gjood order condit n. the reempert ol gardenia products required lo m e necessary adjustients 1o ts input tax clats on the basic of the adjus tlents shcrn 1n thls tax invoce adjustient note customer scory"
X51007339658.jpg,04/09/2017,26.42,435930,"kepal 448 af-ir aik huat hakuwari enterprise setia alam sdn bhu 822737-x nd 17-g jalan setia indax ix uizn retia alan seksyen wiz 40170 shah alax, tel 012 6851783 far 03 33623608 63t nd 000394528768 szmplifzed tak zhvoice cash receipt csp04043i4 date 04/09/2017 salesperson andis tihe 12 01 02 iteh qty wp amdunt 9555019100268 sok 28588 9 kilvx m268 cas regulatdr kzd total quantity sub-total 057 28-dd disc uado rounaing 0.do total 29 88 cash 40 change j 2 jo est 67 included in tdtal bst summary code amqunt tax/ant sr 26.42 1 58 tax total 1-58 cd3 so d 3b ct rbunuable tiane ycu ror chcugeng us pls prjidz cxigina gill bor cos eichangz kitkin hrbz rzo sansaion gcods uust be ii crzcnw 521 t9r bntitlld ror escancr tu k"
X51005745190.jpg,unknown,619.5,10221750,"sufer seven cash carry sdn 3hd 590150-a fasaraya borung super seven no , ja lan furo 1 0f f jalan batu tiga sufiga i buloh seksyen u3 shah 4lam,40150 tp / wihlv super / . coi , my tel 03-78590861 fax 3-78590864 gst 17 000639090688 tax invoice cusl mer 77853745 h2. ong guat chye tax invoice no 195147 cjunter 002 dplra tur syunadah bt faizal a-cashier i2-62 2018 11.34 45 am rm ljry fittlet 3ooup 3 6kg 63 , 00 fm4 400q055 4 252.c0 zr eeras giri-bifi 1okg 5 istimeha 653,50 9556206389892 1 53.50 zr eahang besar nqiaycina cuni 68. 50 fm4z9 oqoog 2 17,00 zr zapa ili ikg 619.50 55 ,bijo uuos s 19.50 zr rapas kari dacing ikg 017.20 9530065000345 1 17.20 lr ili buh 3k6 kck 7,90 9554130157601 1 7.90 sr luanf ty 10 urits 362-1 iolal ales tnc , gst 66x r14367 , 10 rwuriing adjustient rmo , 00 yel tta rh367 , 10 failenr method visa card gs1 sriiary sa les amt tax amt rm rm zr 67 359,20 0,00 3f 6 1.45 0 .45 fl sf verify your rfceipt zepitre eavinc the count er . cg s suld re not returnable . inank you"
X00016469623.jpg,20 12 9564,7.45,122925,"tan woon yann mk suw biid co , khg 8616 w ut 185 185 0 alam kpb 6 , kamasan perindusirian ralakung 43300 slri kembangah selangor tesco putra nilat invuice n n aut fco wash shimees ooo l 0at 720 12 9564416500133 3, j, ktlft eco awto wash rwax ew- 06o-i w644 122 9556416900i26 02 4 . 62 hd4d 2/7m muu 257 wa4 724 07956700u084 29 11,23 kiefnso ajaib 99 sera wanyi 9u0g nuo 15 455365/400385 7.45 7,45 hanukercmtff 71386 2pg5 pmzpji 6/306 9090822 50 ,50 em oty 5 tata rm 30 rlunling adjustmenl rm tutal roundfd rm 30, 90 cast rm 1,0u chang 30.7 rm 20 , 0 18-1118 ij sd shui 2153 12 r0000u2902 uperatur urainee casher exchange are allowed withim oays with receipi stri tly nu cash refund ,"
X51005724627.jpg,31/03/2018,174.9,2885850,"r kedai papan yew chuan 0005583085-k lot 276 jalan banting 43800 dengkil, selangor tel 03-87686092 fax 03-87686092 gst id 000781500416 iax invoice bill to suci alam jaya transport no 1 jalan aman 2 taman desa 43800 dengkil selangor 017-6057770 doc no cs00011351 date 31/03/2018 cashier user time 09.29.00 salesperson ref gst gst item qy siprice s/price amount tax 101756 10 16.50 17.49 174.90 sr simen total qly t0 774,90 total sales excluding gst 165.00 discount 0,00 total gst 9,90 rounding 0.00 total sales inclueive of gst 174.90 cash 174.90 change 0.00 gst summary iax code amt rm iax rm sr 6 165.00 9.90 total 165.00 9.90 goods sold are not returnable, thank you"
X51008145505.jpg,09/06/2018,489.3,8073450,"cash sale kt wong trading 001904043-h 22, jalan perindustrian hijau 5 , taman perindustrian hijau, phone 603-6093 9078 gst registration no. 000613294080 lv iment no. ktw031475 date 09/06/2018 12 17.20 pm desc price disc amount tax qty code beras asas lokg 15 bag 24.90 x 373.50 sr sun sos tiram 6kg 4botol 15.95 63,80 sr coke 24 x 325ml 2peti 26.00 k 52.00 sr sub total nclusive gst 489.30 rounding adj 0.00 rounded total rm 489.30 gst summary amount tax sr 0 489.30 0.00 payment detail 03/06/2018 cash 489.30"
X51007231365.jpg,unknown,50.0,825000,"hosli old town white coffe old town kopitiam sdn bhd 716269-x no ,35 ja lan kebudayaan 8 taman university,81300 skudai johor tel 07-5550139 outlet j18 taman university tax wvoice gst id 000801587200 2 counter 1 2003 rajan check 24382 cover 2 05 may 18 18 06 40 table 20 dine in stis 10.28 dn3 dry curry en s tf16 h soya mik s lbz spring rol bkt 5 19 fsz yog smot 8. 96 sub tota/ 24.43 10 srv chg 2.45 gst 6 1.61 total 28. 49 rounding 0.01 total 28.50 paid 50.00 cash 50 . 00 change due 21.50 inclusive qu -4004 closed 05 18 20 16 19- thank you please come again gst 6 ircluded iri total gstsummary amount rm gst rm s-gst 6 26 . 88 1.61 z gst 0h 0.00 0.00 org may"
X51007339131.jpg,unknown,15.0,247500,"sanyu stationery shop no. 3168336,jalan setia indah x,u13/k 40170 setia alam mobile / wnztsapps 6012-918 7937 tel 603-3362 4137 gst id no 001531760640 tax invoice owned by sanyu supply sdn bhd 1435772-k cash sales counter 2005-0263 artline 5coa w/board marker black 1 3.7000 3.70 5r 2. 2012-0029 restaurant order hit ncr 3.5 x6 3 x2.y000 8.76 sr total sales inclusive gst 6 12.40 discount 0.00 total 12.40 round adj 0.c0 final total 1240 cash 15.00 change 2.60 gst summary amount rm tax rm sr 6 0 11.70 0.70 iwv no cs-sa-01i1337 date 18,09,2017 gocds soldare ncf returnable refuindabie thankyoufor your patronage please come again. terima kasih sila datang lagi please keepthis receipt for proveof purchase datefor l.t product warranty purpose 48 follow usin facebcok sanyu.stationery"
X51007339650.jpg,13/12/2017,22.64,373560,"aik huat hardware enterprise setia alam sdn bhd 822737-x nd. 17-6 jalan setia innak kx v1jix, setia alam seksyen uij 40170 shah eglzssce tel 012 6651783 fax 03 gst no 000394528763 sihplified tak invuige cash receipi csp0420207 date 13/12/2017 salespersdn ah019 time 17 38 00 iteh rty wp amqunt 8710163220987 lrub 24588 5 philips 2893e27/827 essential bul komhi total qwantity sub-total gst 24.dd disc ,od rounding u.00 iotal 20 u0 cash 10-uo change 76 0o gst 67 included in tutal gst summary code andunt tax/amt sr 22.64 1.36 tax tctal 1.36 cods sold are njt rerunnlable tzmnk ycu ror choosing us as provide original bill rck gous bxchangewithin vzez rrcu kansaclion gcods hust bb in original stati to be entitled rur exing"
